product_id,price,order_date,change
11887f39348bc6c2b332ed402c7da208,15.0,2021-01-15T08:48:29.000+03:00,rise
11bc04cfa46b7fa0f28281f831db5e6b,29.9,2021-01-10T12:25:53.000+03:00,rise
11cf5336a5649338045911e90963116a,19.0,2021-01-12T18:14:25.000+03:00,rise
11cf5336a5649338045911e90963116a,18.0,2021-01-25T19:40:46.000+03:00,fall
1202dc8f6bba7302e1965e508b6dd545,36.35,2021-01-12T17:59:48.000+03:00,rise
1250b5791ca97814db358b94431bcd6a,2744.0,2021-01-25T00:07:06.000+03:00,fall
12af67dfc8518ce57eea306450ccbb07,199.98,2021-01-24T20:26:33.000+03:00,rise
12cdaa5469310b8affefce270e0ee1eb,22.99,2021-01-13T11:43:06.000+03:00,rise
12ef7ee67a964051e0624099812129ee,46.0,2021-01-20T12:34:01.000+03:00,rise
131207503e5ea3260ad1d9ff8574d405,51.99,2021-01-09T15:48:00.000+03:00,fall
1314c11c4fec54869d4ef4ea4d7af5c6,14.0,2021-01-11T09:47:22.000+03:00,fall
1314c11c4fec54869d4ef4ea4d7af5c6,15.9,2021-01-25T23:07:34.000+03:00,rise
132b12f4de9b195dd0b7febc64daab0,41.06,2021-01-04T20:45:01.000+03:00,fall
133b801d56656194df3f5b6d3d5ff5db,37.58,2021-01-17T14:08:19.000+03:00,fall
1360212f692be0261d65fea26964bab6,149.99,2021-01-24T19:18:13.000+03:00,rise
13689c1a55b65626c2eb0a453d42b25a,13.29,2021-01-19T14:41:07.000+03:00,fall
138684fd4d1940f179d0cb33a115e84f,13.99,2021-01-10T16:25:49.000+03:00,rise
13b72b4fc37f8c1c815d5a7e5286c4fc,37.5,2021-01-14T19:47:29.000+03:00,fall
13f708c5a1324801e6bce007e4471878,91.0,2021-01-14T20:50:58.000+03:00,fall
140d4eb563d9f2f9c3649304882ab5d6,14.3,2021-01-12T11:06:02.000+03:00,fall
140d4eb563d9f2f9c3649304882ab5d6,11.9,2021-01-14T14:45:06.000+03:00,fall
141005e96e0f6565c88b076aad6ce75e,24.8,2021-01-07T23:09:36.000+03:00,fall
1427161e68d8fc09b62d6ca8baea3788,109.9,2021-01-13T14:09:14.000+03:00,rise
1427161e68d8fc09b62d6ca8baea3788,119.9,2021-01-18T15:25:57.000+03:00,rise
1435645435b4f9dcf13191106d745d17,2638.0,2021-01-13T13:04:35.000+03:00,fall
1435645435b4f9dcf13191106d745d17,2635.0,2021-01-23T13:50:24.000+03:00,fall
14a67e7e29889f6e4f71889053b7706e,147.73,2021-01-15T00:17:46.000+03:00,fall
14c7bf16c3c8415f91cd18ffaaea19ef,19.99,2021-01-12T17:39:00.000+03:00,rise
14d27299490d98df5d3b0f68c82d6223,136.0,2021-01-17T16:57:49.000+03:00,fall
14d27299490d98df5d3b0f68c82d6223,143.0,2021-01-20T08:49:19.000+03:00,rise
15046d191ea54845fc4013b906acb548,27.25,2021-01-15T21:32:34.000+03:00,rise
15046d191ea54845fc4013b906acb548,30.75,2021-01-25T23:25:36.000+03:00,rise
152f8edb0d065b205b5b5d5b6aaf2fc7,14.95,2021-01-21T15:06:26.000+03:00,rise
1585ef00f1075b2e78be3e2d34427fd0,7580.0,2021-01-14T17:15:53.000+03:00,fall
159549bcb0fefac97d9feef79366ef8f,30.95,2021-01-01T21:56:32.000+03:00,rise
159549bcb0fefac97d9feef79366ef8f,29.99,2021-01-04T11:23:43.000+03:00,fall
159549bcb0fefac97d9feef79366ef8f,30.49,2021-01-11T16:56:00.000+03:00,rise
159549bcb0fefac97d9feef79366ef8f,29.99,2021-01-12T17:00:56.000+03:00,fall
15c75c5657f798e2c0802b550baa0883,94.99,2021-01-07T23:37:43.000+03:00,rise
1600d8aa447074b8bfe4cdabc4f4823,24.5,2021-01-12T01:26:18.000+03:00,fall
1610ce5d2d04031cc2204afbeffede22,219.9,2021-01-25T22:11:25.000+03:00,fall
161458e1a91ed68c254f1148ef7363bf,19.99,2021-01-12T23:01:22.000+03:00,rise
161458e1a91ed68c254f1148ef7363bf,12.3,2021-01-14T18:13:45.000+03:00,fall
161b0d1de5e488e795695ad5e3a43ece,6.0,2021-01-11T21:48:32.000+03:00,fall
161b0d1de5e488e795695ad5e3a43ece,6.01,2021-01-13T00:24:54.000+03:00,rise
161ff27b9a003d002132025518d838e0,38.0,2021-01-23T15:37:11.000+03:00,rise
164982b61cfd5236cd10900b5ab33124,95.0,2021-01-11T21:03:41.000+03:00,rise
1655eec0b6e6caf5cb2a473fdd238f7a,15.69,2021-01-15T10:58:48.000+03:00,fall
1655eec0b6e6caf5cb2a473fdd238f7a,15.59,2021-01-15T21:54:29.000+03:00,fall
1655eec0b6e6caf5cb2a473fdd238f7a,16.5,2021-01-25T21:26:52.000+03:00,rise
167ba43efa359b86ff0a1f630e30452f,14.5,2021-01-07T09:09:41.000+03:00,fall
169224679152620a7f89de1473b0a706,2.5,2021-01-15T17:31:39.000+03:00,fall
169224679152620a7f89de1473b0a706,3.95,2021-01-15T21:05:32.000+03:00,rise
16d0ccdd27b84f2a3aa6537b93f57f99,27.99,2021-01-12T09:57:39.000+03:00,fall
170f7bee9ac6d4e32b55560fe295be27,27.95,2021-01-19T16:28:30.000+03:00,fall
17112c4c5ef000e56ca2c302622626bd,29.5,2021-01-17T15:35:05.000+03:00,fall
17228b630dfa3f50d6b87ec62b02c38,52.29,2021-01-12T19:21:14.000+03:00,fall
1780ebefe777809e39592694a7e92818,49.89,2021-01-25T21:06:51.000+03:00,rise
178a92764acbdcb50d0c00a131506426,14.75,2021-01-18T11:59:09.000+03:00,rise
17e2d992070bbb6d0284ebe029e69550,39.8,2021-01-16T17:45:32.000+03:00,rise
17e2d992070bbb6d0284ebe029e69550,29.9,2021-01-20T12:27:35.000+03:00,fall
17eb8828babb4d6fea2a3eef1776effd,99.9,2021-01-25T09:52:26.000+03:00,rise
181d0974781839d112725f9b9bc4d0dd,29.95,2021-01-08T18:48:55.000+03:00,rise
181d0974781839d112725f9b9bc4d0dd,27.0,2021-01-12T19:03:58.000+03:00,fall
181d0974781839d112725f9b9bc4d0dd,32.99,2021-01-17T21:09:29.000+03:00,rise
181e3cc5b0a71aab20d9a7a90d7ec367,3.55,2021-01-16T17:49:37.000+03:00,fall
181e3cc5b0a71aab20d9a7a90d7ec367,3.95,2021-01-19T17:32:28.000+03:00,rise
189044a12921f402877fc7c59ee09a0c,189.0,2021-01-24T18:19:59.000+03:00,rise
18eb2233063b832b90f9121c0ad21930,2.5,2021-01-20T15:52:44.000+03:00,fall
18ef52a24b7b161c373c6aedd5f670b3,68.99,2021-01-13T00:03:49.000+03:00,fall
18f0ef805ad34b6e526180c554d97932,45.44,2021-01-13T11:56:00.000+03:00,rise
1910e12e51deea4fe2fd7d4d109e6889,73.5,2021-01-23T20:22:07.000+03:00,rise
19225633196fe2e497e62fb32628cffe,35.99,2021-01-13T17:23:35.000+03:00,rise
19225633196fe2e497e62fb32628cffe,32.95,2021-01-16T15:22:15.000+03:00,fall
19225633196fe2e497e62fb32628cffe,37.95,2021-01-21T15:06:26.000+03:00,rise
194ea10da5463f011967f14bbe5e04af,89.4,2021-01-14T10:35:56.000+03:00,fall
197416c0932469b609215949f6a9c5b6,159.98,2021-01-21T12:03:36.000+03:00,fall
198c08b97fcd1782b7cc065b71e16c20,312.38,2021-01-07T00:55:20.000+03:00,fall
198c08b97fcd1782b7cc065b71e16c20,279.87,2021-01-12T12:52:53.000+03:00,fall
198c08b97fcd1782b7cc065b71e16c20,328.43,2021-01-25T20:40:09.000+03:00,rise
19bba6f958cc65c0e15a73b5fa7b70b,17.95,2021-01-18T17:55:37.000+03:00,rise
19c9cd38bf4f1eee5adc89890609c21a,72.71,2021-01-15T00:10:02.000+03:00,rise
19ca1cb967ba288c10b4699e4ab0a3ef,37.75,2021-01-08T23:20:46.000+03:00,fall
19ca1cb967ba288c10b4699e4ab0a3ef,37.89,2021-01-14T22:35:58.000+03:00,rise
19ca1cb967ba288c10b4699e4ab0a3ef,37.75,2021-01-15T08:33:50.000+03:00,fall
19ca1cb967ba288c10b4699e4ab0a3ef,34.4,2021-01-25T13:36:46.000+03:00,fall
19e55c5e74d24b09085cccbc7a0269b9,69.99,2021-01-10T23:59:55.000+03:00,rise
19e68475aad54999a681402fbf71be99,5.75,2021-01-14T10:39:44.000+03:00,rise
19e68475aad54999a681402fbf71be99,5.65,2021-01-23T15:32:43.000+03:00,fall
19f294725a291dcd6b5520c5393e41e6,195.0,2021-01-25T12:33:27.000+03:00,rise
19fc5e9a597ccc5de960c9b1a0dbdbf7,319.9,2021-01-07T19:01:47.000+03:00,rise
19fc5e9a597ccc5de960c9b1a0dbdbf7,334.85,2021-01-09T21:36:44.000+03:00,rise
19fc5e9a597ccc5de960c9b1a0dbdbf7,314.5,2021-01-23T15:25:09.000+03:00,fall
19fc5e9a597ccc5de960c9b1a0dbdbf7,359.0,2021-01-24T19:22:44.000+03:00,rise
1a0dfcb6d3e131a2e5959dc12e685294,22.25,2021-01-13T15:47:09.000+03:00,rise
1a1f07e3c5225fe9a71c0ce54ebc8eb5,53.99,2021-01-24T14:43:45.000+03:00,fall
1a26135b4d7421245518a3090f4fac18,17.39,2021-01-23T00:20:56.000+03:00,rise
1a2a7b65c6faea1bb0b28f379c1a7e81,47.99,2021-01-24T19:49:06.000+03:00,fall
1a2dbcb75ab8623e94a0b823a2a9c9bf,69.99,2021-01-09T21:21:13.000+03:00,fall
1a66d13498bde8c23da24182a8cec1be,16.06,2021-01-19T18:25:43.000+03:00,fall
1a67f40fbd4751424362342c68adc7cf,36.18,2021-01-11T21:03:41.000+03:00,rise
1a67f40fbd4751424362342c68adc7cf,35.63,2021-01-13T17:56:35.000+03:00,fall
1ab637e58151c19a97c89f3d94056970,118.0,2021-01-13T23:03:08.000+03:00,fall
1abf410bc71b735d016c5c82ca349590,31.99,2021-01-11T09:46:49.000+03:00,fall
1abf410bc71b735d016c5c82ca349590,58.16,2021-01-14T04:37:05.000+03:00,rise
1acd3c033d814b760d6c79807e4e6d1,19.5,2021-01-23T15:18:52.000+03:00,rise
1ae23d5fbeb7882ad001aba6ef5acfbd,27.5,2021-01-08T23:58:57.000+03:00,fall
1ae23d5fbeb7882ad001aba6ef5acfbd,28.2,2021-01-12T12:06:13.000+03:00,rise
1ae23d5fbeb7882ad001aba6ef5acfbd,27.5,2021-01-13T17:59:16.000+03:00,fall
1ae23d5fbeb7882ad001aba6ef5acfbd,28.0,2021-01-14T15:37:45.000+03:00,rise
1ae23d5fbeb7882ad001aba6ef5acfbd,29.0,2021-01-23T14:00:28.000+03:00,rise
1b06efa3246fbb1601a29150142e9ef0,298.9,2021-01-11T14:09:39.000+03:00,fall
1b2a706d9813bf6a7844258c5773a116,3.95,2021-01-11T18:10:13.000+03:00,rise
1b488bcd717f949e3840e9cf2ec0cb8e,50.9,2021-01-23T12:31:09.000+03:00,fall
1b488bcd717f949e3840e9cf2ec0cb8e,50.0,2021-01-24T22:38:17.000+03:00,fall
1b556faa198877ff4d11146011a9661f,26.99,2021-01-22T18:01:12.000+03:00,rise
1b662f4c9d99494eff2bb82a43f5fc5c,11.11,2021-01-15T21:14:00.000+03:00,fall
1b783c576340b1873ddb9d4cfa896c07,55.99,2021-01-20T20:14:59.000+03:00,fall
1b9a1fc5c0d932c7a0f4a594dd664d1b,109.0,2021-01-11T22:06:59.000+03:00,fall
1ba2239fa70b0d0ecc779479bf077248,22.5,2021-01-23T12:54:02.000+03:00,fall
1ba2dc68deb7616b2cb1bc0b24f12959,22.7,2021-01-25T00:06:44.000+03:00,fall
1bae361199868ed9e72434b6b1df7d04,8.95,2021-01-08T21:58:49.000+03:00,fall
1be9eca1b5f68dcb416ef4ef746a3e66,74.99,2021-01-14T16:40:23.000+03:00,rise
1befea19599cf7642ba44fe7d074173e,319.99,2021-01-21T00:46:52.000+03:00,rise
1c01f226b0411a6f5e72e49930e74abc,49.8,2021-01-20T23:18:17.000+03:00,rise
1c418e666f75c5945de129ea9fc0fd95,22.99,2021-01-17T15:44:22.000+03:00,rise
1c4225ce815e7b843b2d9fef30abb36c,19.99,2021-01-19T15:57:02.000+03:00,fall
1c4225ce815e7b843b2d9fef30abb36c,20.4,2021-01-23T07:35:58.000+03:00,rise
1c4225ce815e7b843b2d9fef30abb36c,19.99,2021-01-25T21:29:52.000+03:00,fall
1c65ed2f84d159285deb668b10882e6c,109.9,2021-01-20T10:41:55.000+03:00,rise
1c744958445801965539e6fa4590b503,20.9,2021-01-24T01:16:05.000+03:00,fall
1c7fe812d69fe297051f4a4845e91f43,19.8,2021-01-14T09:40:05.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.99,2021-01-01T22:56:19.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,27.9,2021-01-01T23:19:29.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,27.75,2021-01-02T00:52:25.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,29.95,2021-01-02T16:05:55.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,27.9,2021-01-02T23:06:09.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,27.0,2021-01-02T23:33:08.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.0,2021-01-03T23:54:29.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,26.0,2021-01-04T02:11:46.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-04T20:35:14.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.0,2021-01-04T22:42:07.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-05T10:13:54.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.9,2021-01-05T13:39:55.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,29.8,2021-01-07T12:32:42.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-07T17:34:36.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,24.99,2021-01-07T21:11:53.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,26.49,2021-01-08T13:26:02.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-08T21:58:49.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.49,2021-01-09T21:30:02.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-10T11:50:45.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,28.75,2021-01-11T10:28:56.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.99,2021-01-11T14:45:53.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-12T17:51:33.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.5,2021-01-13T01:42:41.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,23.97,2021-01-13T02:15:41.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,24.49,2021-01-13T16:09:12.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.75,2021-01-14T20:18:16.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,23.97,2021-01-15T00:28:51.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,23.99,2021-01-15T21:00:42.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.35,2021-01-16T15:10:26.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-16T16:00:20.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.45,2021-01-16T17:11:13.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,23.97,2021-01-20T01:31:22.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,23.99,2021-01-20T20:24:00.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,25.9,2021-01-23T14:07:42.000+03:00,rise
1c93291ae84355bfef5fda8a7547cec5,24.5,2021-01-25T13:36:46.000+03:00,fall
1c93291ae84355bfef5fda8a7547cec5,24.75,2021-01-26T00:11:40.000+03:00,rise
1cbbac7931d25f031bb32165d7901ee0,16.06,2021-01-21T13:37:42.000+03:00,fall
1d1f7abdebacdabd51e734a57426256b,21.82,2021-01-09T00:31:36.000+03:00,rise
1d47f8395e5676f937e801aa4aef2a0f,155.0,2021-01-15T11:23:19.000+03:00,rise
1d76456240f217646de65ef8d514ac90,26.99,2021-01-09T10:39:51.000+03:00,rise
1d76456240f217646de65ef8d514ac90,16.95,2021-01-09T19:02:48.000+03:00,fall
1d76456240f217646de65ef8d514ac90,26.99,2021-01-19T13:11:49.000+03:00,rise
1d76456240f217646de65ef8d514ac90,24.95,2021-01-21T17:33:36.000+03:00,fall
1db776ec08b347cb0d56ec6445269125,29.0,2021-01-12T22:54:09.000+03:00,rise
1dd06f59bbcd099b23d6df4fbf7c9ce1,61.89,2021-01-08T20:06:47.000+03:00,fall
1e3239272747ba6ee2cff34e5e6bb782,57.9,2021-01-12T19:06:14.000+03:00,fall
1e583e1af9da0969e62a95aafb35bf78,139.95,2021-01-07T22:20:43.000+03:00,rise
1e6f29bb25535f270328ef36d5fd80e7,50.99,2021-01-15T15:08:55.000+03:00,fall
1e83976bcd2214d5390df42fe6477f8d,79.95,2021-01-24T16:36:09.000+03:00,fall
1e97b0f5c05a028dd2c282a7c2987fc5,4.45,2021-01-18T20:06:25.000+03:00,fall
1ea9d1c1b16d5f69414afb988c61b803,88.0,2021-01-16T18:13:31.000+03:00,rise
1eb94797f4f99d96962e798601744eaa,96.88,2021-01-16T15:29:18.000+03:00,fall
1edb09c9355a84eb2cb761726e694106,74.9,2021-01-12T15:19:29.000+03:00,rise
1ee1534ec6f2f0e776a828697636bcda,24.95,2021-01-10T15:16:13.000+03:00,rise
1eeeb5aa71a195e72542de9100d9bfdb,34.1,2021-01-07T01:21:17.000+03:00,fall
1eeeb5aa71a195e72542de9100d9bfdb,39.9,2021-01-07T18:50:39.000+03:00,rise
1f1eb5dc8d569ab833efb2941d433c5,24.95,2021-01-21T15:53:38.000+03:00,fall
1f42f538a320215479cfae01308203ec,154.98,2021-01-25T12:57:45.000+03:00,rise
1f583883e10dd2a44462d361c0f79058,179.9,2021-01-21T20:52:33.000+03:00,rise
1f64b3baaa8fd5c97a15a8f5ce4c7532,149.99,2021-01-18T18:49:42.000+03:00,rise
1f9155ebc3025253ea89899b22da1175,116.77,2021-01-19T14:14:16.000+03:00,rise
1fd96667c177ca347e49affdb9895288,101.17,2021-01-13T18:11:14.000+03:00,fall
1fd96667c177ca347e49affdb9895288,183.95,2021-01-21T00:37:48.000+03:00,rise
1fdb07e62f0858dbc3ebc2b7caced138,109.9,2021-01-23T20:53:39.000+03:00,rise
1fde043352a819ad0a8c0c4505a50d27,4.99,2021-01-14T11:48:41.000+03:00,rise
1fe63d4be3e24f7700b0234a14b5f0ad,2.99,2021-01-03T15:29:42.000+03:00,rise
1fe63d4be3e24f7700b0234a14b5f0ad,2.95,2021-01-16T14:23:54.000+03:00,fall
1ff51a859cfd8b9f0b022d60eb8b5cff,219.0,2021-01-05T23:23:30.000+03:00,rise
1ff51a859cfd8b9f0b022d60eb8b5cff,220.0,2021-01-10T17:38:42.000+03:00,rise
2001a796249bd7e05ef0915823de82f1,2.5,2021-01-10T19:14:59.000+03:00,fall
2001a796249bd7e05ef0915823de82f1,1.5,2021-01-12T15:30:41.000+03:00,fall
205ae1c41e6677eeda2f56a744875746,93.99,2021-01-11T18:36:14.000+03:00,fall
210be6a6d8b2cf1360c77ad35f2d7698,1554.0,2021-01-13T13:37:09.000+03:00,fall
2111a1e8a397b9aed72068b658aabed6,43.0,2021-01-16T21:52:38.000+03:00,rise
212b57c4a33ad64427601bd13a15aee2,79.99,2021-01-13T12:22:06.000+03:00,rise
212e6108501c4a7baf76b946ba212353,70.0,2021-01-25T23:54:21.000+03:00,fall
21454b4b6dd02f066a80056ae42bcbb6,132.0,2021-01-20T17:24:37.000+03:00,rise
217f079eae0f695797250110333ad78a,9.0,2021-01-09T19:15:56.000+03:00,fall
2187fcaeddda4b2ee696b8d4b217efe,5.75,2021-01-11T19:11:31.000+03:00,rise
2187fcaeddda4b2ee696b8d4b217efe,5.95,2021-01-18T12:47:45.000+03:00,rise
2187fcaeddda4b2ee696b8d4b217efe,4.75,2021-01-19T15:06:05.000+03:00,fall
2196a9ca2416124331fc5779dc5544df,109.99,2021-01-24T21:29:48.000+03:00,fall
21cf1677e550aa791cad6cafd3cdf798,6.75,2021-01-12T14:13:45.000+03:00,rise
2252bbe550f0a891468acac983d26ca3,81.99,2021-01-21T21:31:09.000+03:00,rise
229c66257ad07d23b188c0c7eb957e71,59.9,2021-01-19T15:11:50.000+03:00,rise
22d5465295982864b5c75a581892ceac,60.0,2021-01-07T02:14:57.000+03:00,fall
22dca92399cfa851200d7eb4092ec8e1,289.99,2021-01-06T23:34:43.000+03:00,rise
22f2318f0e12168e1a5c48753afb6eee,59.0,2021-01-23T18:50:42.000+03:00,rise
2304e38c30ec82b03378934cc69c4c33,25.99,2021-01-07T23:56:11.000+03:00,rise
2304e38c30ec82b03378934cc69c4c33,19.9,2021-01-18T10:07:32.000+03:00,fall
23089023d2f7f47b901cd592e5de293,12.98,2021-01-20T00:02:30.000+03:00,fall
230c593814adf1672200adb2c81b3842,92.65,2021-01-23T15:41:41.000+03:00,fall
232ab9d1f950aa3d604e609512cf4740,88.16,2021-01-14T12:08:40.000+03:00,fall
235919b860ee7eaeddc746c03ce85e68,2550.0,2021-01-17T22:23:13.000+03:00,fall
235919b860ee7eaeddc746c03ce85e68,2524.0,2021-01-25T23:20:39.000+03:00,fall
236cf3f199821a0f516347477c64cc0b,39.0,2021-01-15T22:22:31.000+03:00,rise
236cf3f199821a0f516347477c64cc0b,22.8,2021-01-17T13:39:14.000+03:00,fall
236ee66b6c1e47bfc77de7272275ebcf,137.99,2021-01-08T18:30:40.000+03:00,fall
23817b9c2ee5e0b99751c6ae2ed3e656,56.99,2021-01-24T22:14:42.000+03:00,fall
239b37b68e4900ba605064e8649e1f24,99.88,2021-01-07T20:25:58.000+03:00,rise
239b37b68e4900ba605064e8649e1f24,99.86,2021-01-13T00:02:06.000+03:00,fall
24298a7e5e87e7b51627979819e7be45,1.89,2021-01-22T19:14:05.000+03:00,rise
244a017875b54901491390841a31b60a,16.79,2021-01-17T22:40:49.000+03:00,rise
2490ef0dfa108574bbb209accd68e973,110.0,2021-01-17T14:15:06.000+03:00,fall
249138a87b14a2da1035ca196773e264,119.99,2021-01-02T18:57:05.000+03:00,rise
249138a87b14a2da1035ca196773e264,119.5,2021-01-14T23:07:38.000+03:00,fall
24beeffab3fe1788c0bce499b77ba73e,11.5,2021-01-08T15:53:56.000+03:00,rise
24efa55a8fee7770d12836633e7279aa,59.9,2021-01-25T21:04:08.000+03:00,fall
250b1869be1858750cc64fa47df6194c,116.99,2021-01-20T04:29:01.000+03:00,rise
256377fe047753fbd9896b565dfb46ba,168.99,2021-01-16T15:03:06.000+03:00,fall
256377fe047753fbd9896b565dfb46ba,179.99,2021-01-17T22:26:11.000+03:00,rise
256377fe047753fbd9896b565dfb46ba,178.9,2021-01-24T20:26:33.000+03:00,fall
2574d40181d31f4ac4fd0b4e0e68aee3,56.98,2021-01-11T00:02:32.000+03:00,fall
2574d40181d31f4ac4fd0b4e0e68aee3,57.99,2021-01-14T21:44:02.000+03:00,rise
2574d40181d31f4ac4fd0b4e0e68aee3,69.99,2021-01-17T14:50:05.000+03:00,rise
2574d40181d31f4ac4fd0b4e0e68aee3,67.0,2021-01-22T15:33:46.000+03:00,fall
2574d40181d31f4ac4fd0b4e0e68aee3,65.0,2021-01-25T00:58:52.000+03:00,fall
25db3d67056d7dfb0cb572c7050bf7c3,25.95,2021-01-25T19:39:14.000+03:00,fall
2605bb4fae51ef540933a6f2e2082d73,8.5,2021-01-22T22:01:06.000+03:00,rise
26076ac0b6c0d0d01ac85f0edb62e937,10.7,2021-01-06T10:18:09.000+03:00,fall
26076ac0b6c0d0d01ac85f0edb62e937,10.9,2021-01-12T02:02:52.000+03:00,rise
26076ac0b6c0d0d01ac85f0edb62e937,11.9,2021-01-18T11:38:22.000+03:00,rise
260b63494048521a1810f075504872a4,28.5,2021-01-12T11:51:14.000+03:00,rise
260b63494048521a1810f075504872a4,13.29,2021-01-15T23:01:45.000+03:00,fall
2619d7a040d308577e793df7b28119f2,130.0,2021-01-21T16:20:11.000+03:00,fall
2655157db2ccd374834b8503b96a70fe,43.0,2021-01-14T19:06:04.000+03:00,rise
26967ba1b4ca17623451bf0aebad3998,94.2,2021-01-15T02:01:34.000+03:00,fall
26dd20070090e43b0212188394e3d11e,49.99,2021-01-20T22:17:50.000+03:00,rise
271fffaff9b12bd3a556434f2e6793f4,24.49,2021-01-22T12:27:42.000+03:00,fall
27211f62d4391186e02839d927af3a91,129.9,2021-01-09T16:40:05.000+03:00,rise
27211f62d4391186e02839d927af3a91,109.9,2021-01-12T05:24:45.000+03:00,fall
27211f62d4391186e02839d927af3a91,134.9,2021-01-19T15:41:04.000+03:00,rise
2733e7cd82a00bac0e235051a11c7da3,25.89,2021-01-10T18:47:06.000+03:00,rise
2733e7cd82a00bac0e235051a11c7da3,25.65,2021-01-17T17:36:35.000+03:00,fall
2733e7cd82a00bac0e235051a11c7da3,25.49,2021-01-22T21:19:05.000+03:00,fall
2736c13bac99f260896364426c757e2f,220.61,2021-01-06T17:04:18.000+03:00,fall
275067691cb0f45425ce9e3a7223980b,57.9,2021-01-20T14:11:05.000+03:00,rise
27612e143f1f7082ff547a5ac7647333,92.5,2021-01-02T23:22:49.000+03:00,rise
27612e143f1f7082ff547a5ac7647333,90.99,2021-01-05T00:09:09.000+03:00,fall
27612e143f1f7082ff547a5ac7647333,90.95,2021-01-05T13:24:43.000+03:00,fall
